-6.0529 1.3692 0.3537
-6.8371 1.4457 0.4013
-6.8197 1.4439 0.3397
-6.5845 1.4249 0.3536
-7.0368 1.4655 0.3817
-6.2614 1.3892 0.3878
-6.2830 1.3932 0.3296
-6.7084 1.4363 0.3645
-6.6245 1.4255 0.4155
-6.6661 1.4290 0.3856
-7.0770 1.4743 0.3860
-6.7344 1.4391 0.3859
-6.7931 1.4453 0.3726
-6.9123 1.4591 0.3628
-6.4018 1.4000 0.3917
-6.9223 1.4576 0.3782
-6.3541 1.3997 0.3818
-7.0477 1.4675 0.3792
-7.1831 1.4810 0.3792
-6.8658 1.4528 0.3568
-6.3556 1.4015 0.3177
-6.9607 1.4603 0.3573
-6.2397 1.3853 0.3497
-6.6825 1.4333 0.3452
-6.2493 1.3847 0.3985
-6.9704 1.4559 0.3885
-7.0073 1.4652 0.3473
-6.1202 1.3790 0.3888
-6.6364 1.4275 0.3675
-7.0897 1.4696 0.3355
-6.0783 1.3719 0.3698
-6.9119 1.4568 0.3636
-6.9075 1.4548 0.3753
-6.7512 1.4380 0.3580
-6.7257 1.4381 0.3372
-6.2772 1.3920 0.3775
-6.3801 1.4030 0.3739
-6.0894 1.3723 0.3596
-6.5975 1.4270 0.3283
-7.0322 1.4663 0.3706
-6.9443 1.4567 0.3580
-6.4216 1.4131 0.3819
-6.6192 1.4260 0.3457
-6.9188 1.4574 0.3691
-6.9017 1.4528 0.3285
-6.7707 1.4371 0.3741
-7.4725 1.5116 0.3396
-6.8091 1.4443 0.3267
-6.8288 1.4493 0.3488
-6.7181 1.4350 0.3618
-6.2288 1.3911 0.3385
-6.5665 1.4174 0.3994
-6.8824 1.4534 0.3457
-6.9762 1.4611 0.3707
-6.5329 1.4187 0.3563
-5.8983 1.3552 0.3509
-6.1725 1.3807 0.3937
-6.5431 1.4184 0.3714
-6.3591 1.4016 0.3591
-6.4623 1.4111 0.3838
-6.5428 1.4168 0.3792
-6.8421 1.4493 0.3975
-6.9675 1.4626 0.3429
-6.5706 1.4220 0.3546
-7.3065 1.4917 0.3271
-6.6642 1.4283 0.4229
-6.8409 1.4476 0.3491
-6.2816 1.3949 0.3572
-7.0760 1.4665 0.3262
-6.5026 1.4113 0.3425
-7.3872 1.4994 0.3859
-6.3105 1.3943 0.3527
-5.8566 1.3517 0.3951
-6.6260 1.4252 0.3718
-7.3170 1.4979 0.3093
-7.0594 1.4667 0.3886
-6.5281 1.4165 0.3436
-7.1042 1.4705 0.3571
-7.0330 1.4679 0.3851
-6.8181 1.4490 0.3728
-6.3567 1.4013 0.3660
-6.8023 1.4458 0.3794
-7.1033 1.4752 0.3433
-6.0395 1.3659 0.3430
-6.6895 1.4319 0.3595
-6.1274 1.3818 0.3226
-6.7147 1.4376 0.3541
-7.3205 1.4960 0.3455
-6.5720 1.4242 0.3635
-6.4986 1.4121 0.3572
-6.9774 1.4584 0.4047
-6.6903 1.4310 0.3964
-6.8057 1.4420 0.3866
-5.8771 1.3529 0.3781
-5.8442 1.3477 0.3886
-6.3525 1.4001 0.3569
-6.7123 1.4334 0.3673
-6.8664 1.4547 0.3882
-6.5552 1.4205 0.3816
-7.0636 1.4695 0.3427
-6.6554 1.4321 0.3792
-7.1475 1.4737 0.3633
-7.2834 1.4930 0.3778
-6.7323 1.4391 0.3852
-6.1856 1.3812 0.3737
-6.7614 1.4415 0.3631
-6.7799 1.4426 0.3632
-7.1246 1.4745 0.3582
-6.8267 1.4419 0.3576
-7.0644 1.4688 0.4207
-7.0897 1.4693 0.3488
-6.8913 1.4527 0.3697
-6.4148 1.4041 0.3645
-6.5051 1.4147 0.3647
-6.2102 1.3859 0.3801
-6.7781 1.4398 0.3619
-6.9082 1.4532 0.3692
-6.9997 1.4642 0.3682
-7.1565 1.4775 0.3653
-6.9513 1.4600 0.3692
-6.6751 1.4329 0.3859
-6.5785 1.4233 0.3278
-6.7873 1.4459 0.3190
-6.8971 1.4555 0.3233
-7.0978 1.4766 0.3498
-6.4935 1.4125 0.3674
-6.2293 1.3878 0.3548
-6.5520 1.4151 0.3601
-6.2570 1.3946 0.3698
-7.2158 1.4852 0.3588
-7.1371 1.4807 0.3505
-6.7485 1.4373 0.3371
-7.2057 1.4816 0.3765
-7.0458 1.4702 0.3943
-7.1797 1.4788 0.3512
-6.8352 1.4493 0.3697
-6.6752 1.4324 0.3579
-7.1178 1.4761 0.3728
-6.3340 1.3995 0.3415
-6.3463 1.4010 0.3711
-6.7243 1.4339 0.3448
-6.3801 1.4043 0.3566
-6.3987 1.4065 0.4058
-6.8313 1.4509 0.3662
-6.3015 1.3924 0.3381
-6.6396 1.4299 0.3354
-6.5520 1.4192 0.3744
-6.7594 1.4389 0.3250
-6.4408 1.4111 0.3627
-6.7765 1.4436 0.3963
-6.5280 1.4196 0.3350
-6.7352 1.4353 0.3426
-6.7070 1.4284 0.3603
-6.4538 1.4104 0.3739
-6.4633 1.4142 0.3246
-6.5578 1.4198 0.4112
-7.3185 1.4924 0.3783
-7.4045 1.5000 0.3868
-6.6438 1.4350 0.3941
-6.7664 1.4396 0.3819
-6.3553 1.4033 0.3728
-6.7995 1.4463 0.3582
-5.8302 1.3482 0.3680
-6.3321 1.4000 0.3262
-6.8574 1.4496 0.3570
-6.1214 1.3770 0.3905
-7.0237 1.4713 0.4001
-7.0041 1.4644 0.3566
-6.9025 1.4537 0.3975
-6.8288 1.4501 0.3845
-6.0160 1.3677 0.3709
-6.5635 1.4232 0.3886
-6.6685 1.4303 0.3907
-6.6989 1.4343 0.3857
-6.9873 1.4590 0.3967
-7.1077 1.4686 0.3734
-6.9191 1.4534 0.3436
-7.2223 1.4885 0.3750
-6.5123 1.4166 0.3941
-6.1200 1.3757 0.3790
-6.1777 1.3863 0.3662
-6.1606 1.3838 0.3863
-6.7474 1.4374 0.3348
-6.9448 1.4595 0.3432
-6.3621 1.4008 0.3452
-6.6103 1.4216 0.3437
-6.2367 1.3901 0.3823
-6.9445 1.4631 0.3537
-6.8362 1.4500 0.3595
-6.3672 1.4024 0.3431
-6.9104 1.4528 0.3741
-6.4334 1.4091 0.3734
-6.7435 1.4381 0.4174
-7.1348 1.4747 0.3638
-6.6457 1.4313 0.3704
-6.4521 1.4079 0.3887
-6.8627 1.4514 0.3491
-7.0194 1.4625 0.3529
-6.4618 1.4120 0.3485
-6.3174 1.4017 0.3597
-7.3620 1.5004 0.3729
-6.0915 1.3773 0.3491
-6.9783 1.4591 0.3784
-7.0266 1.4711 0.3148
-6.4964 1.4117 0.3496
-7.7505 1.5375 0.3403
-6.8676 1.4490 0.4243
-6.5673 1.4234 0.3339
-6.5044 1.4174 0.3896
-6.7149 1.4330 0.3741
-6.6891 1.4330 0.3677
-7.3941 1.5039 0.3600
-6.4727 1.4137 0.3547
-6.4978 1.4118 0.3910
-6.7814 1.4455 0.4017
-6.5598 1.4240 0.3608
-6.7095 1.4330 0.3557
-6.1766 1.3855 0.3578
-6.7383 1.4392 0.3698
-6.9654 1.4632 0.3405
-6.5668 1.4188 0.3332
-6.2111 1.3866 0.3485
-6.7078 1.4332 0.3490
-6.2973 1.3913 0.3644
-6.7045 1.4399 0.3854
-7.0736 1.4715 0.3491
-6.8653 1.4469 0.3981
-6.4949 1.4120 0.3535
-6.8501 1.4480 0.3531
-6.8761 1.4544 0.3407
-7.1790 1.4849 0.3946
-6.4877 1.4154 0.3520
-6.4355 1.4076 0.3602
-6.7278 1.4372 0.3419
-7.3172 1.4935 0.3810
-7.0297 1.4677 0.3650
-6.8332 1.4501 0.3303
-6.7212 1.4374 0.3614
-6.9794 1.4612 0.3118
-6.7978 1.4450 0.3559
-6.4483 1.4106 0.3668
-6.9729 1.4592 0.3611
-6.9284 1.4568 0.3776
-7.1714 1.4759 0.3522
-6.4685 1.4141 0.3421
-6.8151 1.4461 0.3805
-6.6595 1.4286 0.3749
-6.9876 1.4620 0.3477
-6.8348 1.4476 0.3425
-6.7617 1.4409 0.3312
-6.3881 1.4055 0.3529
-6.8001 1.4413 0.3607
-6.3378 1.3959 0.3860
-6.3144 1.3951 0.3579
-6.2774 1.3918 0.3706
-6.7433 1.4415 0.3619
-6.5659 1.4257 0.3955
-6.7560 1.4422 0.3408
-7.1253 1.4807 0.3602
-6.0442 1.3750 0.3691
-6.5400 1.4157 0.3257
-6.9169 1.4575 0.3605
-7.2685 1.4901 0.3715
-6.6779 1.4318 0.3406
-5.9037 1.3541 0.3642
-6.9688 1.4590 0.3263
-6.9241 1.4597 0.3556
-6.2373 1.3912 0.3452
-6.9614 1.4577 0.3777
-6.8745 1.4506 0.3884
-7.0159 1.4596 0.3777
-6.7364 1.4393 0.3682
-6.2121 1.3869 0.4041
-6.8226 1.4431 0.3548
-6.9488 1.4600 0.3413
-7.2756 1.4917 0.3655
-7.0287 1.4670 0.3947
-7.2967 1.4960 0.3273
-7.0751 1.4677 0.3133
-6.7284 1.4369 0.3699
-6.0997 1.3751 0.3900
-6.1726 1.3796 0.3881
-6.5504 1.4185 0.3765
-6.7983 1.4480 0.3786
-6.4778 1.4133 0.3861
-7.0446 1.4673 0.3653
-6.9398 1.4574 0.3613
-7.3352 1.4955 0.3611
-5.9378 1.3575 0.3765
-6.2692 1.3986 0.3915
-7.4793 1.5134 0.3786
-6.9848 1.4644 0.3852
-6.7736 1.4377 0.3728
-6.5350 1.4171 0.3654
-6.7664 1.4388 0.3443
